corpora,record,phrase,PQP,auxiliary,verb,note,marker,pause before,pause between,restart/repaet
CFPP,21,ce qui nous a étonnés c'est qu'on avait des amis dont les enfants étaient à Fenelon qui avaient entendu parler de cette boum et donc on a quand même été un peu étonnés et le jour de la boum au lieu d'avoir quarante personnes il en est venu deux-cents et encore deux-cents parce que on ne les a mon mari était à la porte et empêchait les gens d'entrer parce qu'en fin de compte tout le lycée les lycées alentours et cetera étaient venus justement à cause de,tout le lycée les lycées alentours et cetera étaient venus,être,venir,0,0,0,0,0
CFPP,21,des quatre qui avaient parlé,des quatre qui avaient parlé,avoir,parler,0,0,0,0,0
CFPP,21,non ça se faisait pas du tout j'ai pas de cop j'ai j'ai pas d' a- j'ai des amies qui se sont installées les parents avaient installé parce que les appartements étaient trop petits,les parents avaient installé,avoir,installer,0,0,0,0,0
CFPP,21,non soixante-huit ne s'est fait que parce que ça avait basculé avant à ma génération on n'aurait jamais fait soixante-huit,ça avait basculé,avoir,basculer,0,0,0,0,0
CFPP,21,c'est bien parce que les les jeunes avaient quand même eu acquis une certaine liberté qu'ils ont pu faire soixante-huit oui ce c'est,les jeunes avaient eu,avoir,avoir,0,0,0,0,0
CFPP,22,c'était pas elle qui avait fixé des conditions mais il trouvait que pour la nourrir c'était quand même le plus utile,elle qui avait fixé,avoir,fixer,0,0,0,0,0
CFPP,22,euh mes parents avaient conçu que comme j'étais un garçon turbulent,mes parents avaient conçu,avoir,concevoir,0,0,1,0,0
CFPP,22,comme pendant que les grands-parents étaient partis à Rome,les grands-parents étaient partis,être,partir,0,0,0,0,0
CFPP,22,et le puits artésien avait fini par créer une inondation parce qu'ils l'avaient comme un puits de pétrole ils l'avaient pas bouché,le puits artésien avait fini,avoir,finir,0,0,0,0,0
CFPP,22,et le puits artésien avait fini par créer une inondation parce qu'ils l'avaient comme un puits de pétrole ils l'avaient pas bouché,ils l'avaient pas bouché,avoir,boucher,0,0,0,0,0
CFPP,22,le départ avaient choisi leurs leurs murs quoi,le départ avaient choisi,avoir,choisir,0,0,0,0,0
CFPP,22,euh les les immeubles avaient en bas des pseudos commerces alors ils avaient masqué le tout,ils avaient masqué,avoir,masquer,0,0,0,0,0
CFPP,22,et ils avaient fabriqué un fleuriste fabriqué un marchand de journaux et cetera donc là ils prennent le quartier d'assaut et ils nous disent,ils avaient fabriqué,avoir,fabriquer,0,0,0,0,0
CFPP,22,maintenant qu'elle avait achetées à une époque où je la surveillais pas,elle avait achetées,avoir,acheter,0,0,0,0,0
CFPP,22,si elles avaient habité le quartier,elles avaient habité,avoir,habiter,0,0,0,0,0
CFPP,22,et j'avais pensé à cela lorsque ma fille était petite,j'avais pensé,avoir,penser,0,0,0,0,0
CFPP,22,si on avait voulu on aurait été agents immobiliers quoi,on avait voulu,avoir,vouloir,0,0,0,0,0
CFPP,23,oui parce que quand même la restauration vous aviez acquis plein d',vous aviez acquis,avoir,acquérir,0,0,0,0,0
CFPP,23,euh je je sais plus pourquoi oui on parce qu'on était revenues à ces problèmes de mondialisation,on était revenues,être,revenir,0,0,0,0,0
CFPP,23,et ils avaient eu le droit à tout,ils avaient eu,avoir,avoir,0,0,0,0,0
CFPP,23,services avaient fait le né-,services avaient fait,avoir,faire,0,0,0,0,0
CFPP,23,vous avez vous aviez appris le créole à la Réu-,vous aviez appris,avoir,apprendre,0,0,0,0,0
CFPP,23,elle avait pas fini que les gens m'insultaient en me disant faut ramasser mais j'ai dit attendez,elle avait pas fini,avoir,finir,0,0,0,0,0
CFPP,23,un aigle qui était venu là,un aigle qui était venu,être,venir,0,0,0,0,0
CFPP,23,se baignait dedans tous les deux mais il y en a un qui surveillait et l'autre faisait dj- dans dans l'eau et tout quand lui il avait fini l'autre revenait puis il,il avait fini,avoir,finir,0,0,0,0,0
CFPP,23,et mais c'est malheureux à seize ans il y avait plus rien pour lui et si je m'étais laissée aller bah je sais pas ce qu'il serait devenu,je m'étais laissée,être,se laisser,0,0,0,0,0
CFPP,24,j'ai entendu dire qu'il y avait eu,il y avait eu,avoir,avoir,0,0,0,0,0
CFPP,24,j'aurais été très triste si je n'avais pas pu le faire,je n'avais pas pu,avoir,pouvoir,0,0,0,0,0
CFPP,24,je t'avais prévenue hein,je t'avais prévenue,avoir,prévenir,0,0,0,0,0
CFPP,25,ah oui c'est vrai on m'avait dit qu'il y avait euh,on m'avait dit,avoir,dire,0,0,0,0,0
CFPP,25,oui on m'avait dit qu'il y avait un cours de cuisine oui oui,on m'avait dit,avoir,dire,0,0,0,0,0
CFPP,25,journal ouais elle me dit je pensais pas que j'étais si grosse elle avait été photographiée de très près,elle avait été,avoir,être,0,0,0,0,0
CFPP,25,oui j'avais vu oui,j'avais vu,avoir,voir,0,0,0,0,0
CFPP,25,elle avait été tuée de cinquante-deux coups de couteaux,elle avait été tuée,avoir,être tué,passive voice,0,0,0,0
CFPP,25,pour ça on nous avait passé un papier de fermer même même la journée on est enfermé chez soi on est comme des,on nous avait passé,avoir,passer,0,0,0,0,0
CFPP,25,alors elle va chercher les voisins puis ils rentrent ils la voient pas mais par contre l'armoire avait été vidée,l'armoire avait été vidée,avoir,être vidé,passive voice,0,0,0,0
CFPP,25,si elle avait fait le si elle avait respecté,elle avait fait,avoir,faire,0,0,0,0,0
CFPP,26,oui donc euh je voudrais d'abord savoir comment vous ou vos parents vous étiez arrivés à Montreuil puisque pour moi vous êtes d'abord un,vos parents vous étiez arrivés,être,arriver,0,0,0,0,0
CFPP,26,et mon père était artisan euh alors lui il était artisan menuisier il avait donc une son il était à son compte puis ça marchait mal mais il était à son compte ça venait de son père qui était portugais donc qui a qui avait trouvé cette affaire voilà,son père qui avait trouvé,avoir,trouver,0,0,0,0,0
CFPP,26,oui alors ça ça ça s'est passé enfin bon il y avait j'ai toujours connu dans ma tête hein comment dirais-je des des Français de du Maghreb il y a Nasser qui est là donc ça tombe bien qui est qui sont qui étaient français jusqu'en soixante-deux quoi qui étaient là au début des années cinquante je les ai toujours connus j'ai l'impression d'avoir d'avoir toujours vécu avec eux parce que ils ils étaient venus en France à la fin de la guerre un peu pour reconstruire le pays quoi vous voyez c'est l'impression que j'ai moi dans dans,ils étaient venus,être,venir,0,0,0,0,0
CFPP,26,alors euh à cette époque là non non parce que le foyer était vraiment alors si vous voulez la population de l'immeuble c'était des une population au début à ma connaissance française de type européenne ensuite on a eu une population mélange avec une population maghrébine l'émigration des années cinquante cinquante-cinq cinquante-six enfin à peu près je crois dans ces années là mais la population africaine est restée reste plutôt était restée plutôt en foyer avec le foyer Bara alors par contre dans les années beaucoup plus récentes quand je suis revenu euh je suis revenu à Montreuil dans les années quatre-vingt quatre quatre-vingt cinq là il y avait un mixte plus important de populations avec les populations une partie des populations africaines d'Afrique de l'Ouest ou d'Afrique de l'Est francophones qui faisaient partie de l'immeuble avec des populations maghrébines aussi et des populations euh alors les populations indiennes et asiatiques ont commencé à arriver à ma connaissance au début des années quatre-vingt-dix vers vers les années quatre-vingt-dix quoi,la population africaine était restée,être,rester,0,0,0,0,0
CFPP,26,oui est-ce que euh est-ce que vous étiez marqué comme ça à l'école Le Portugais,vous étiez marqué,être,marquer,0,0,0,0,0
CFPP,26,vous aviez gardé le portugais,vous aviez gardé,avoir,garder,0,0,0,0,0
CFPP,26,peut-être que vous l'auriez gardé le portugais si ça avait été votre mère,ça avait été,avoir,être,0,0,0,0,0
CFPP,26,c'étaient les colonies c'étaient euh les sorties en groupe sans endoctrinement particulier pas à ma connaissance dans tout ce que je me souviens il y avait pas eu d'endoctrinement enfin c'était pas euh on emmenait pas les petits les les enfants dans les pays de l'Est forcément quoi quoique Montreuil était,il y avait pas eu,avoir,avoir,0,0,0,0,0
CFPP,26,beaucoup de cadres moyens ben écoutez quand j'ai vendu mon appartement moi je le je l'ai vendu cher relativement par rapport au prix où j'avais acheté et je l'ai acheté deux fois plus cher que le prix où les g- où les propriétaires précédents l'avaient acheté donc euh,j'avais acheté,avoir,acheter,0,0,0,0,0
CFPP,26,beaucoup de cadres moyens ben écoutez quand j'ai vendu mon appartement moi je le je l'ai vendu cher relativement par rapport au prix où j'avais acheté et je l'ai acheté deux fois plus cher que le prix où les g- où les propriétaires précédents l'avaient acheté donc euh,les propriétaires précédents l'avaient acheté,avoir,acheter,0,0,0,0,0
CFPP,26,ben si on si on avait continué à vivre à Montreuil je pense qu'on l'aurait fait mais là euh là du coup on va moins on va moins à Paris du coup là,on avait continué,avoir,continuer,0,0,0,0,0
CFPP,26,le petit commerçant arabe quand on avait oublié un truc ça c'est voilà on,on avait oublié,avoir,oublier,0,0,0,0,0
CFPP,27,et m- on a cherché et j- c'est vrai qu'on avait privilégié ce coin-là,on avait privilégié,avoir,privilégier,0,0,0,0,0
CFPP,27,tu avais parlé de la bibliothèque,tu avais parlé,avoir,parler,0,0,0,0,0
CFPP,27,une mascotte qui avait été faite qu'ils brûlaient sur euh,une mascotte qui avait été faite,avoir,être fait,passive voice,0,0,0,0
CFPP,27,quelque chose de marquant ou de de très mémorable qui qui qui s'était passé dans le quartier,quelque chose qui s'était passé,être,se passer,0,0,0,0,0
CFPP,27,de nous faire apprendre à tel point que je me souviens que j'avais lu un livre sur Jeanne d'Arc,j'avais lu,avoir,lire,0,0,0,0,0
CFPP,27,on avait on avait fait euh,on avait fait,avoir,faire,0,0,0,0,0
CFPP,27,elle avait appris le français,elle avait appris,avoir,apprendre,0,0,0,0,0
CFPP,27,la langue des jeunes euh que tu avais évoquée c'est,tu avais évoquée,avoir,évoquer,0,0,1,0,0
CFPP,27,c'était sorti comme ça,c'était sorti,être,sortir,0,0,0,0,0
CFPP,27,des grandes euh des grandes usines qu'y avait à l'époque enfin il me racontait ça moi j'étais pas née,j'étais pas née,être,naître,0,0,0,0,0
CFPP,27,des outils qu'on m'avait donnés je trouvais bien de le,on m'avait donnés,avoir,donner,0,0,0,0,0
CFPP,27,je ne sais pas euh des ils avaient fait les cahiers et puis y avait d'autres euh,ils avaient fait,avoir,faire,0,0,1,0,0
CFPP,27,ça ça avait bien marché,ça avait bien marché,avoir,marcher,0,0,0,0,0
CFPP,27,elle avait augmenté le prix un petit peu parce qu'elle a,elle avait augmenté,avoir,augmenter,0,0,0,0,0
CFPP,27,finalement elle avait pas gagné grand chose,elle avait pas gagné,avoir,gagner,0,0,0,0,0
CFPP,29,Pourquoi le Kremlin-Bicêtre particulièrement ben je pense surtout pour des raisons euh économiques à la base ben on a trouvé ça joli je me rappelle que on était venus visiter on a trouvé ça joli et euh,on était venus,être,venir,0,0,0,0,0
CFPP,29,il y a eu pas mal de travaux qui ont été faits ça je pense que tu l'avais remarqué aussi des travaux enfin de d'assainissement des des rues euh il y a eu un parc qui a été qui a été fait,tu l'avais remarqué,avoir,remarquer,0,0,0,0,0
CFPP,29,non mais les les les les commerces ont quand même évolué je trouve euh déjà il y a un Tati qui a ouvert il y a pas très très longtemps ce qui avait été très mal vu parce que on considérait que ça allait nous amener euh en- je suis pas forcément dedans parce que j'étais jeune à l'époque on considérait que ça allait nous amener euh des des gens pas bien je sais pas comment sinon il y a pas mal de boucheries qui ferment ça m'énerve un peu moi j'avoue quand j'étais petit il y avait plein de boucheries et euh maintenant c'est que des boucheries hallal euh,ce qui avait été,avoir,être,0,0,0,0,0
CFPP,29,tu m'avais parlé de Gilles toi,tu m'avais parlé,avoir,parler,0,0,0,0,0
CFPP,29,et je pense que s'il était venu euh,il était venu,être,venir,0,0,0,0,0
CFPP,29,ben s'il nous avait suivi il au- il aurait continué à fréquenter tout le monde,il nous avait suivi,avoir,suivre,0,0,0,0,0
CFPP,29,euh donc on a été un petit peu sur l'avenue d'Italie et je savais que mon bar était euh alors je savais qu'une fois j'y avais été en allant à Montparnasse puis j'avais pris la ligne 13 si j'ai bien métro Pernetty oui c'est ça donc en gros je savais que c'était vers la gauche de euh de l'avenue d'Italie donc au bout d'un moment pas trop longtemps on a pris à gauche en me disant que euh en me repérant par rapport à la Tour Montparnasse en allant à gauche je finirai pas trouver la ligne 13 mais c'était un petit bout en fait beaucoup plus loin que ce que j'avais prévu on a marché on a marché on a marché euh donc on a été jusqu'au parc,j'avais prévu,avoir,prévenir,0,0,0,0,0
CFPP,29,j'avais un accent du sud parce que j'avais j'avais un peu appris le le français en Argentine un petit peu mais quand on est petit ça vient très très vite donc ça il y a pas de problème,j'avais appris,avoir,apprendre,0,0,0,0,0
CFPP,29,euh dès ce stade là en fait ma mère euh ne voulait pas que que j'aille à Benoît Malon parce qu'elle devait considérer que euh euh que les gens que j'aurais cotoyés euh dès le primaire hein c'est jeune pourtant euh bon c'était pas elle avait entenu parler de problèmes de discipline,elle avait entenu,avoir,entendre,0,0,0,0,0
CFPP,29,puis déjà ces premiers amis que j'avais rencontrés à à Charles Peguy je les ai un peu perdus de vue en fait avant Lucas parce qu'il a fait tout son ly- tout son collège avec,j'avais rencontrés,avoir,rencontrer,0,0,0,0,0
CFPP,29,ben c'est sûr que c'est plus facile de de continuer ses études quand on est comme Lucas et moi issus de milieux j'aime pas dire ça mais peut-être un peu plus aisés que Nicolas par exemple c'est tout con il est fils de gardien je suis sûr que s'il avait été fils de ministre il aurait pas fait des études de mécanique c'est ça que je veux dire,il avait été,avoir,être,0,0,0,0,0
CFPP,29,oui euh alors vous n'avez pas parlé si vous m'avez dit que vous aviez beaucoup joué au billard il y a du foot,vous aviez joué,avoir,jouer,0,0,0,0,0
CFPP,30,que les années qu'il avait passées à Arago je me souviens d'ailleurs de de il m'avait interrogé une fois j'av-,il avait passées,avoir,passer,0,0,0,0,0
CFPP,30,que les années qu'il avait passées à Arago je me souviens d'ailleurs de de il m'avait interrogé une fois j'av-,il m'avait interrogé,avoir,interroger,0,0,0,0,0
CFPP,30,et et euh je je je me souviens quand il m'avait interrogé voyez en seconde donc ça fait quand même et je lui ai écrit ce petit mot il m'a répondu d'ailleurs il m'a dit que les années qu'il avait passées lui à Arago c'était parmi les meilleures qu'il avait,il m'avait interrogé,avoir,interroger,0,0,0,0,0
CFPP,30,et et euh je je je me souviens quand il m'avait interrogé voyez en seconde donc ça fait quand même et je lui ai écrit ce petit mot il m'a répondu d'ailleurs il m'a dit que les années qu'il avait passées lui à Arago c'était parmi les meilleures qu'il avait,il avait passées,avoir,passer,0,0,0,0,0
CFPP,30,et même on a été cambriolés euh euh du temps où on était ensemble un samedi après-midi où on est sortis faire des courses on est rentrés la porte avait été ouverte,la porte avait été ouverte,avoir,être ouvert,passive voice,0,0,0,0
CFPP,30,la porte était une porte blindée au premier aussi hein elle avait été ouverte avec une certainement avec une clé enfin parce que il y avait pas de trace la porte était pas enfoncée hein,elle avait été ouverte,avoir,être ouvert,passive voice,0,0,0,0
CFPP,30,la porte était une porte blindée au premier aussi hein elle avait été ouverte avec une certainement avec une clé enfin parce que il y avait pas de trace la porte était pas enfoncée hein,la porte était pas enfoncée,être,enfoncer,0,0,0,0,0
CFPP,30,du temps euh les R- les Robert hein lorsqu'ils y habitaient il y avait eu une tentative d'effraction de leur porte mais qui c'était bon sans résultat hein ils sont pas ils sont pas rentrés non il y a il y a et les caves ont été ont été visitées,il y avait eu,avoir,avoir,0,0,0,0,0
CFPP,30,c'est un endroit du douzième qu'on avait oublié,on avait oublié,avoir,oublier,0,0,0,0,0
CFPP,31,d'accord oui moi j'ai vécu enfin depuis l'âge d'un an et demi dans le septième arrondissement mes parents sont arrivés en fait c'est par mon grand-père qui avait acheté un appartement près du boulevard des Invalides pour mes parents qui venaient de m'avoir,mon grand-père qui avait acheté,avoir,acheter,0,0,0,0,0
CFPP,31,pas un autre sans doute aussi parce que il avait trouvé cet appartement voilà lui il était dans le bâtiment donc il voulait sans doute trouver un immeuble assez agréable de bonne qualité en pierre de taille comme on dit mais je vous dis ça j'en sais absolument rien je ne sais pas effectivement je lui ai jamais posé la question,il avait trouvé,avoir,trouver,0,0,0,0,0
CFPP,31,donc euh j'ai débarqué du côté d'Opéra là aussi par hasard parce que on avait pa- parce qu'on avait loué une petite chambre juste à côté de de Drouan rue Saint-Augustin et après j'ai rencontré mon mari dans les années quatre-vingt-cinq et lui habitait dans le quartier il avait acheté dans le quartier donc euh au fur et puis donc,on avait loué,avoir,louer,0,0,0,0,0
CFPP,31,donc euh j'ai débarqué du côté d'Opéra là aussi par hasard parce que on avait pa- parce qu'on avait loué une petite chambre juste à côté de de Drouan rue Saint-Augustin et après j'ai rencontré mon mari dans les années quatre-vingt-cinq et lui habitait dans le quartier il avait acheté dans le quartier donc euh au fur et puis donc,il avait acheté,avoir,acheter,0,0,0,0,0
CFPP,31,enfin moi je connais bien sûr des tas d'autres quartiers mon mari avait commencé lui à il avait habité en tant qu'étudiant dans le quatrième près de Notre-Dame c'est vrai que c'est un quartier aussi très agréable et euh mais bon étant donné que enfin moi c'est vrai que c'est une raison purement familiale ma mère est toute seule elle habite dans le quart- dans le septième j'ai pas tellement envie de m'en éloigner exprès je dirais,mon mari avait commencé,avoir,commencer,0,0,0,0,0
CFPP,31,enfin moi je connais bien sûr des tas d'autres quartiers mon mari avait commencé lui à il avait habité en tant qu'étudiant dans le quatrième près de Notre-Dame c'est vrai que c'est un quartier aussi très agréable et euh mais bon étant donné que enfin moi c'est vrai que c'est une raison purement familiale ma mère est toute seule elle habite dans le quart- dans le septième j'ai pas tellement envie de m'en éloigner exprès je dirais,il avait habité,avoir,habiter,0,0,0,0,0
CFPP,31,le fréquenter parce que je trouve qu'il y a trop de touristes hein alors moi j'y mets même pas les pieds parce que le week-end je trouve qu'il y a tellement de touristes que je ça me donne même pas envie de d'y aller enfin j'y allais par la force des choses quand ma fille était petite pour euh pour euh bon faire un tour histoire de dire qu'on avait fait quand même un tour au Champ-de-Mars,on avait fait,avoir,faire,0,0,0,0,0
CFPP,32,ma grand-mère elle était d'un village de Piacenza elle était pas de Piacenza elle était de Ponto dell'Olio même de Caorse je crois elle était née là-bas et ma grand-mère parlait pas,elle était née,être,naître,0,0,0,0,0
CFPP,32,avec l'accent italien ah non elle avait perdu son accent,elle avait perdu,avoir,perdre,0,0,0,0,0
CFPP,32,voilà exactement il y avait eu les gâteaux là-bas,il y avait eu,avoir,avoir,0,0,0,0,0
CFPP,32,chiant aussi le livre déjà était dur moi j'ai même pas pu lire le bouquin et je m'étais dit peut-être qu'en allant voir la pièce ça passera c'était super chiant aussi bah l'année prochaine espérons qu'ils ont ouais ça va non mais il y a d'autres théâtres hein il y a le théâtre Marcellin Berthelot à la,je m'étais dit,être,se dire,0,0,0,0,0
CFPP,32,ça veut dire il y était mais il avait été emprunté,il avait été emprunté,avoir,être emprunter,passive voice,0,0,0,0
CFPP,32,on en avait pas gardé la vieux machin-là le,on en avait pas gardé,avoir,garder,0,0,0,0,0
CFPP,32,des gens qui vous suivaient dans les rayons comme si on avait été ah oui,on avait été,avoir,être,0,0,0,0,0
CFPP,32,donc il y a un quartier il y a pas de quartier bourgeois j'avais évoqué tout à l'heure mais,j'avais évoqué,avoir,évoquer,0,0,0,0,0
CFPP,32,oui mais déjà ils étaient bien les gens ils avaient des ils étaient séparés là vraiment il y a une surcharge épouvantable donc les gens ils sont ils ils peuvent pas rester,ils étaient séparés,être,séparer,0,0,0,0,0
CFPP,33,c'était déjà une librairie alors ici la librairie elle existe depuis euh j'ai une cliente qui fait des recherches généalogiques un jour elle est retombée un petit peu comme ça par hasard sur des sur des registres de commerce et euh c'est elle qui m'a dit qu'apparemment euh la librairie avait été ouverte autour des années alors attendez euh ça doit être en vingt euh je crois que c'est vingt-six donc la librairie le lieu en tant que librairie a à peu près quatre-vingts ans quoi,la librairie avait été ouverte,avoir,être ouvert,passive voice,0,0,0,0
CFPP,33,euh et bien on a toujours un peu ceux-là qui vieillissent euh il y en a d'autres qui sont partis du quartier qui reviennent de temps en temps et puis bon quand même évidemment des nouveaux mais euh il faut quand même bien reconnaître que ils sont plus jeunes donc moins proches du livre hein euh ils ont en général bon pour vivre dans ce quartier il faut quand même beaucoup d'argent parce que des loyers sont très très chers ici euh l'immobilier est très cher dans le quartier il y a un moment euh ils disaient que on avait eu des chiffres je crois qu'il y a il y a quelques années ils avaient dit que l'immobilier avait augmenté d'environ neuf pour cent à Paris et euh sur le quartier vert,on avait eu,avoir,avoir,0,0,0,0,0
CFPP,33,euh et bien on a toujours un peu ceux-là qui vieillissent euh il y en a d'autres qui sont partis du quartier qui reviennent de temps en temps et puis bon quand même évidemment des nouveaux mais euh il faut quand même bien reconnaître que ils sont plus jeunes donc moins proches du livre hein euh ils ont en général bon pour vivre dans ce quartier il faut quand même beaucoup d'argent parce que des loyers sont très très chers ici euh l'immobilier est très cher dans le quartier il y a un moment euh ils disaient que on avait eu des chiffres je crois qu'il y a il y a quelques années ils avaient dit que l'immobilier avait augmenté d'environ neuf pour cent à Paris et euh sur le quartier vert,l'immobilier avait augmenté,avoir,augmenter,0,0,0,0,0
CFPP,33,ce fameux quartier vert euh ils ont dit que ça avait augmenté d'à peu près douze à treize pour cent là par contre donc vous voyez ce qui fait que finalement le l'immobilier,ça avait augmenté,avoir,augmenter,0,0,0,0,0
CFPP,33,je n'avais pas prévu de vous interroger là-dessus,je n'avais pas prévu,avoir,prévenir,0,0,0,0,0
CFPP,33,est-ce que les gens arrivent voilà ma question ça serait euh on on a dit qu'il y avait eu les années Pivot puis les les maintenant il y a justement tout tout ce qu'on trouve sur Internet est-ce que les gens arrivent en sachant ce qu'ils veulent est-ce que vous jouez,il y avait eu les années,avoir,avoir,0,0,0,0,0
CFPP,33,et euh et par exemple là il y a il y a pas très longtemps je je lui avais parlé euh je lui avais parlé des Déferlantes là c'est un titre de de Claire Gallay là dont on parle un peu moi je l'ai lu il y a quelque temps bon c'est un petit je dis souvent aux gens c'est un petit peu à la fois un livre d'univers mais en même temps un vrai roman euh c'est un roman je pense qui surprendra pas le lecteur parce qu'on a déjà vu beaucoup de choses de de de bon c'est vrai qu'il y a souvent des impressions déjà dé- déjà-vus comme ça mais euh il y a une tonalité une écriture un univers surtout et je dis c'est un peu le même genre de plaisir finalement un livre bon voilà on commence et on va au bout tout simplement c'est le le un petit peu le livre plaisir ça fonctionne un petit peu euh comme le l'Elégance du hérisson voilà,je lui avais parlé,avoir,parler,0,0,0,0,0
CFPP,33,et euh et par exemple là il y a il y a pas très longtemps je je lui avais parlé euh je lui avais parlé des Déferlantes là c'est un titre de de Claire Gallay là dont on parle un peu moi je l'ai lu il y a quelque temps bon c'est un petit je dis souvent aux gens c'est un petit peu à la fois un livre d'univers mais en même temps un vrai roman euh c'est un roman je pense qui surprendra pas le lecteur parce qu'on a déjà vu beaucoup de choses de de de bon c'est vrai qu'il y a souvent des impressions déjà dé- déjà-vus comme ça mais euh il y a une tonalité une écriture un univers surtout et je dis c'est un peu le même genre de plaisir finalement un livre bon voilà on commence et on va au bout tout simplement c'est le le un petit peu le livre plaisir ça fonctionne un petit peu euh comme le l'Elégance du hérisson voilà,je lui avais parlé,avoir,parler,0,0,0,0,0
CFPP,33,oui les banques avaient acheté,les banques avaient acheté,avoir,acheter,0,0,0,0,0
CFPP,33,oui oui mes grand-parents maternels avaient une avaient acheté une maison pour leur retraite dans l'Yonne à côté d'Auxerre et mon père est originaire de Franche-Comté tout au fond du Doubs là dans le Haut-Doubs donc là-bas euh bon lui était issu de famille nombreuse hein comme beaucoup de familles paysannes très nombreuses donc euh là-bas on a énormément de famille enfin bon moins maintenant parce que euh la génération de mon père a presque disparu donc euh mais euh moi j'y vais,une avaient acheté,avoir,acheter,0,0,0,0,0
CFPP,33,mais moi j'avais pas pu je m- ben je j'avais voilà au départ j'étais partie,j'avais pas pu,avoir,pouvoir,0,0,1,0,1
CFPP,33,mais moi j'avais pas pu je m- ben je j'avais voilà au départ j'étais partie,j'étais partie,être,partir,0,0,0,0,0
CFPP,33,à Cens- j'étais partie pour m'inscrire euh à,j'étais partie,être,partir,0,0,0,0,0
CFPP,33,euh avec un avec un peu de recul je je je crois que on était un peu ben comme on dit le nez dans le guidon finalement donc on voyait pas trop fi- au au niveau des des femmes de la génération de ma mère où même des grand-mères où était vraiment les les le le le problème euh je crois que c'est quelques années plus tard oui où vraiment là on s'était rendu compte de ce que ce qu'avait été la vie de certaines femmes et moi je me suis rendue compte que par exemple ma mère euh elle avait jamais géré son salaire quoi euh qu'elle avait pas de compte en banque mais je pense que ça vraiment c'est quand on a eu peut-être oui à peu près vingt ans quoi dix-huit vingt ans que oui parce que moi j'ai eu la majorité à vingt ans,on s'était rendu,être,se rendre,0,0,1,0,0
CFPP,33,euh avec un avec un peu de recul je je je crois que on était un peu ben comme on dit le nez dans le guidon finalement donc on voyait pas trop fi- au au niveau des des femmes de la génération de ma mère où même des grand-mères où était vraiment les les le le le problème euh je crois que c'est quelques années plus tard oui où vraiment là on s'était rendu compte de ce que ce qu'avait été la vie de certaines femmes et moi je me suis rendue compte que par exemple ma mère euh elle avait jamais géré son salaire quoi euh qu'elle avait pas de compte en banque mais je pense que ça vraiment c'est quand on a eu peut-être oui à peu près vingt ans quoi dix-huit vingt ans que oui parce que moi j'ai eu la majorité à vingt ans,ce qu'avait été,avoir,être,0,0,1,0,0
CFPP,33,euh voilà donc moi à l'époque j'avais passé les dix-huit ans oui donc j'ai dû être majeure à dix-neuf ou à vingt ans je me souviens,j'avais passé,avoir,passer,0,0,0,0,0
CFPP,33,{je} avait été élu,{je} avait été élu,avoir,être élu,passive voice,0,0,0,0
CFPP,33,je me souviens plus trop ce qu'on ce que j'avais eu en cadeau ah oui tout ce qui était finalement tous tous les cadeaux oui c'était très traditionnel hein la montre qu'est-ce qu'on avait encore,j'avais eu,avoir,avoir,0,0,0,0,0
CFPP,33,euh disons par exemple pour ce qui était de c'est vrai qu'on était encore sur notre génération euh par exemple bon les premières règles pour certaines c'était encore un mystère les la mère en avait pas parlé on parlait de ça à demi-mot elles comprenaient pas très bien euh nous maman nous expliquait à peu près clairement ce que ça allait être et euh elle nous en a parlé assez jeunes donc moi j'étais très jeune quand elle en a,la mère en avait pas parlé,avoir,parler,0,0,0,0,0
CFPP,33,donc voilà et puis après c'est vrai que quelquefois on avait un peu des conversations avec elle elle nous a jamais euh vraiment parlé c'est souvent à l'occasion de certaines conversations quand les choses bon les choses je me souviens pas exactement ça pour ce que ce dont je viens vous parler là je m'en souviens parce qu'elle nous l'avait dit en vacances on était en vacances avec elle et je sais pas un jour c'est venu comme ça elle nous en parlé on était toutes les trois et voilà,elle nous l'avait dit,avoir,dire,0,0,0,0,0
CFPP,34,"cinéma Le Star et c'était le grand-p- le beau-père /de, 0/ monsieur Pollet qui avait fait construire toutes les maisons de la villa et il y en avait un stock hein",monsieur Pollet qui avait fait,avoir,faire,0,0,0,0,0
CFPP,34,eh à vingt-quatre ans bon ben je divorçais alors donc euh le propriétaire de qui me lo- qui me logeait à Paris pour me cacher de mon mari qui était violent donc m'a m'avait mise dans un petit logement un peu vétuste mais enfin bon hein bon donc rue Arago,mon mari m'avait mise,avoir,mettre,0,0,0,0,0
CFPP,34,"moi /j'aimais, je me/ j'avais fait vraiment euh vraiment un appartement magnifique et tout ah je garde",j'avais fait,avoir,faire,0,0,0,0,0
CFPP,34,alors donc comme j'avais ces ennuis j'ai dû appeler ma gardienne de venir me chercher pour sortir pour que j'aille travailler moi quand même elle elle travaillait pas elle s'en fichait je sais pas pourquoi elle avait pris c'est-à-dire qu'elle avait une vie spéciale,elle avait pris,avoir,prendre,0,0,0,0,0
CFPP,34,"alors les le les HLM /m',0/ ont dit écoutez c'est vous qui avez on on va vous qu'on va reloger elle à cause de sa gamine et tout ça ben j'ai dit ben c'est quand même un comble ça moi je viens de faire des millions de travaux mon appartement est vraiment refait tout à neuf tout avait été refait à neuf je dis c'est quand même malheureux que c'est moi qui suis obligée de partir quand même",tout avait été,avoir,être,0,0,0,0,0
